address,year
"г. Пермь, ул. Лядовская, д. 115",1962
"г. Пермь, ул. Лядовская, д. 117",1961
"г. Пермь, ул. Лядовская, д. 119",1961
"г. Пермь, ул. Лядовская, д. 121",1961
"г. Пермь, ул. Лядовская, д. 123",1962
"г. Пермь, ул. Лядовская, д. 125",2015
"г. Пермь, ул. Лядовская, д. 127, лит. а",2016
"г. Пермь, ул. Лядовская, д. 127",2016
"г. Пермь, ул. Лякишева, д. 2",1960
"г. Пермь, ул. Лякишева, д. 4",1960
"г. Пермь, ул. Лякишева, д. 6",1968
"г. Пермь, ул. Лякишева, д. 8",1972
"г. Пермь, ул. Лякишева, д. 9",1985
"г. Пермь, ул. Лянгасова, д. 67",1992
"г. Пермь, ул. Лянгасова, д. 69, к. а",1996
"г. Пермь, ул. Магистральная, д. 1, к. а",1954
"г. Пермь, ул. Магистральная, д. 1, к. б",1954
"г. Пермь, ул. Магистральная, д. 1А",1954
"г. Пермь, ул. Магистральная, д. 1Б",1954
"г. Пермь, ул. Магистральная, д. 3",1953
"г. Пермь, ул. Магистральная, д. 4",1956
"г. Пермь, ул. Магистральная, д. 12А",1958
"г. Пермь, ул. Магистральная, д. 16",1957
"г. Пермь, ул. Магистральная, д. 20",1969
"г. Пермь, ул. Магистральная, д. 22",1970
"г. Пермь, ул. Магистральная, д. 24",1969
"г. Пермь, ул. Магистральная, д. 26",1970
"г. Пермь, ул. Магистральная, д. 28",1970
"г. Пермь, ул. Магистральная, д. 30",1970
"г. Пермь, ул. Магистральная, д. 32",1972
"г. Пермь, ул. Магистральная, д. 34",1971
"г. Пермь, ул. Магистральная, д. 36",1971
"г. Пермь, ул. Магистральная, д. 38",1970
"г. Пермь, ул. Магистральная, д. 40",1980
"г. Пермь, ул. Магистральная, д. 42",1980
"г. Пермь, ул. Магистральная, д. 44",1980
"г. Пермь, ул. Магистральная, д. 94, к. а",1972
"г. Пермь, ул. Магистральная, д. 94а",1972
"г. Пермь, ул. Магистральная, д. 96",1964
"г. Пермь, ул. Магистральная, д. 96/2",1966
"г. Пермь, ул. Магистральная, д. 96/3",1966
"г. Пермь, ул. Магистральная, д. 96/4",1966
"г. Пермь, ул. Магистральная, д. 98",1965
"г. Пермь, ул. Магистральная, д. 98 а",1979
"г. Пермь, ул. Магистральная, д. 100",1965
"г. Пермь, ул. Магистральная, д. 100а",1965
"г. Пермь, ул. Магистральная, д. 100 б",1966
"г. Пермь, ул. Магистральная, д. 100Б",1966
"г. Пермь, ул. Магистральная, д. 100В",1966
"г. Пермь, ул. Магистральная, д. 100 в",1966
"г. Пермь, ул. Магистральная, д. 102",1964
"г. Пермь, ул. Магистральная, д. 104",1965
"г. Пермь, ул. Магистральная, д. 104/1",1980
"г. Пермь, ул. Макаренко, д. 8",1973
"г. Пермь, ул. Макаренко, д. 10",1972
"г. Пермь, ул. Макаренко, д. 12",1971
"г. Пермь, ул. Макаренко, д. 12А",2010
"г. Пермь, ул. Макаренко, д. 14",1971
"г. Пермь, ул. Макаренко, д. 14А",2012
"г. Пермь, ул. Макаренко, д. 16",1972
"г. Пермь, ул. Макаренко, д. 16А",2011
"г. Пермь, ул. Макаренко, д. 19",2015
"г. Пермь, ул. Макаренко, д. 20",1970
"г. Пермь, ул. Макаренко, д. 23",2009
"г. Пермь, ул. Макаренко, д. 24",1972
"г. Пермь, ул. Макаренко, д. 26",1971
"г. Пермь, ул. Макаренко, д. 28",1970
"г. Пермь, ул. Макаренко, д. 30",1963
"г. Пермь, ул. Макаренко, д. .30",1963
"г. Пермь, ул. Макаренко, д. 32",1963
"г. Пермь, ул. Макаренко, д. 34",1962
"г. Пермь, ул. Макаренко, д. 36",1962
"г. Пермь, ул. Макаренко, д. 40",1962
"г. Пермь, ул. Макаренко, д. 44",1963
"г. Пермь, ул. Макаренко, д. 46",1963
"г. Пермь, ул. Макаренко, д. 54",1963
"г. Пермь, ул. Макарова, д. 31",1954
"г. Пермь, ул. Макарова, д. 31, к. а",1952
"г. Пермь, ул. Макарова, д. 32",1962
"г. Пермь, ул. Максима Горького, д. 9",1999
"г. Пермь, ул. Максима Горького, д. 27",1989
"г. Пермь, ул. Максима Горького, д. 41",1994
"г. Пермь, ул. Максима Горького, д. 51",1985
"г. Пермь, ул. Максима Горького, д. 54",1900
"г. Пермь, ул. Максима Горького, д. 58",1973
"г. Пермь, ул. Максима Горького, д. 64",1998
"г. Пермь, ул. Максима Горького, д. 65",1989
"г. Пермь, ул. Максима Горького, д. 65а",1992
"г. Пермь, ул. Максима Горького, д. 72",1972
"г. Пермь, ул. Максима Горького, д. 74",1961
"г. Пермь, ул. Максима Горького, д. 75",1976
"г. Пермь, ул. Максима Горького, д. 86",1917
"г. Пермь, ул. Максима Горького, д. 86 а",1917
"г. Пермь, ул. Максима Горького, д. 110",1951
"г. Пермь, ул. Максима Горького, д. 112",1950
"г. Пермь, ул. Максима Горького, д. 112 лит Б",1951
"г. Пермь, ул. Малая Ямская, д. 2, лит. а.",1993
"г. Пермь, ул. Малая Ямская, д. 2А",1993
"г. Пермь, ул. Малая Ямская, д. 5А",1967
"г. Пермь, ул. Малкова, д. 4",1970
"г. Пермь, ул. Малкова, д. 6",1969
"г. Пермь, ул. Малкова, д. 8",1968
"г. Пермь, ул. Малкова, д. 10",1968
"г. Пермь, ул. Малкова, д. 14",1969
"г. Пермь, ул. Малкова, д. 16",1968
"г. Пермь, ул. Малкова, д. 18",1970
"г. Пермь, ул. Малкова, д. 21",2007
"г. Пермь, ул. Малкова, д. 22",1969
"г. Пермь, ул. Малкова, д. 24",1970
"г. Пермь, ул. Малкова, д. 26",2001
"г. Пермь, ул. Малкова, д. 26",2004
"г. Пермь, ул. Малкова, д. 26/1",1998
"г. Пермь, ул. Малкова, д. 28, лит. А",1999
"г. Пермь, ул. Малкова, д. 28/1",1989
"г. Пермь, ул. Малкова, д. 28/2",1977
"г. Пермь, ул. Малкова, д. 28/3",1978
"г. Пермь, ул. Малкова, д. 28/4",1980
"г. Пермь, ул. Малкова, д. 28/5",1980
"г. Пермь, ул. Малкова, д. 28/6",1980
"г. Пермь, ул. Малкова, д. 30А",1995
"г. Пермь, ул. Малореченская, д. 41",1958
"г. Пермь, ул. Малышева, д. 3",1991
"г. Пермь, ул. Марии Загуменных, д. 4",1956
"г. Пермь, ул. Марии Загуменных, д. 4а",1994
"г. Пермь, ул. Марии Загуменных, д. 6",1957
"г. Пермь, ул. Марии Загуменных, д. 12",1961
"г. Пермь, ул. Марии Загуменных, д. 14",1961
"г. Пермь, ул. Марии Загуменных, д. 16",1962
"г. Пермь, ул. Маршала Рыбалко, д. 1, к. а",1957
"г. Пермь, ул. Маршала Рыбалко, д. 4",1952
"г. Пермь, ул. Маршала Рыбалко, д. 5, к. а",1959
"г. Пермь, ул. Маршала Рыбалко, д. 7, к. А",1955
"г. Пермь, ул. Маршала Рыбалко, д. 8",1952
"г. Пермь, ул. Маршала Рыбалко, д. 9, к. а",1958
"г. Пермь, ул. Маршала Рыбалко, д. 12",1951
"г. Пермь, ул. Маршала Рыбалко, д. 12а",2001
"г. Пермь, ул. Маршала Рыбалко, д. 13",1971
"г. Пермь, ул. Маршала Рыбалко, д. 15",1949
"г. Пермь, ул. Маршала Рыбалко, д. 17",1948
"г. Пермь, ул. Маршала Рыбалко, д. 19",1948
"г. Пермь, ул. Маршала Рыбалко, д. 21",1985
"г. Пермь, ул. Маршала Рыбалко, д. 25",1941
"г. Пермь, ул. Маршала Рыбалко, д. 27",1945
"г. Пермь, ул. Маршала Рыбалко, д. 27, к. а",1945
"г. Пермь, ул. Маршала Рыбалко, д. 27А",1945
"г. Пермь, ул. Маршала Рыбалко, д. 28",1961
"г. Пермь, ул. Маршала Рыбалко, д. 30",1964
"г. Пермь, ул. Маршала Рыбалко, д. 31",1942
"г. Пермь, ул. Маршала Рыбалко, д. 31, к. а",1942
"г. Пермь, ул. Маршала Рыбалко, д. 31А",1942
"г. Пермь, ул. Маршала Рыбалко, д. 32",1967
"г. Пермь, ул. Маршала Рыбалко, д. 33",1942
"г. Пермь, ул. Маршала Рыбалко, д. 33/А",1990
"г. Пермь, ул. Маршала Рыбалко, д. 34",1966
"г. Пермь, ул. Маршала Рыбалко, д. 35",1970
"г. Пермь, ул. Маршала Рыбалко, д. 36",1966
"г. Пермь, ул. Маршала Рыбалко, д. 37",1973
"г. Пермь, ул. Маршала Рыбалко, д. 38",1968
"г. Пермь, ул. Маршала Рыбалко, д. 39",1977
"г. Пермь, ул. Маршала Рыбалко, д. 40",1968
"г. Пермь, ул. Маршала Рыбалко, д. 40а",1968
"г. Пермь, ул. Маршала Рыбалко, д. 41",1969
"г. Пермь, ул. Маршала Рыбалко, д. 41",1969
"г. Пермь, ул. Маршала Рыбалко, д. 42",1968
"г. Пермь, ул. Маршала Рыбалко, д. 43, к. а",2004
"г. Пермь, ул. Маршала Рыбалко, д. 44",1966
"г. Пермь, ул. Маршала Рыбалко, д. 45",1971
"г. Пермь, ул. Маршала Рыбалко, д. 47",1972
"г. Пермь, ул. Маршала Рыбалко, д. 49",1978
"г. Пермь, ул. Маршала Рыбалко, д. 74",1960
"г. Пермь, ул. Маршала Рыбалко, д. 76",1960
"г. Пермь, ул. Маршала Рыбалко, д. 78",1960
"г. Пермь, ул. Маршала Рыбалко, д. 78/А",1989
"г. Пермь, ул. Маршала Рыбалко, д. 80",1960
"г. Пермь, ул. Маршала Рыбалко, д. 82",1960
"г. Пермь, ул. Маршала Рыбалко, д. 84",1960
"г. Пермь, ул. Маршала Рыбалко, д. 86",1960
"г. Пермь, ул. Маршала Рыбалко, д. 87",1963
"г. Пермь, ул. Маршала Рыбалко, д. 88",1960
"г. Пермь, ул. Маршала Рыбалко, д. 89а",1991
"г. Пермь, ул. Маршала Рыбалко, д. 90",1993
"г. Пермь, ул. Маршала Рыбалко, д. 91",1963
"г. Пермь, ул. Маршала Рыбалко, д. 92",1980
"г. Пермь, ул. Маршала Рыбалко, д. 94",1961
"г. Пермь, ул. Маршала Рыбалко, д. 95",1963
"г. Пермь, ул. Маршала Рыбалко, д. 96",1960
"г. Пермь, ул. Маршала Рыбалко, д. 97, к. Б",1988
"г. Пермь, ул. Маршала Рыбалко, д. 97а",1988
"г. Пермь, ул. Маршала Рыбалко, д. 99/А",1975
"г. Пермь, ул. Маршала Рыбалко, д. 101",1965
"г. Пермь, ул. Маршала Рыбалко, д. 103",1962
"г. Пермь, ул. Маршала Рыбалко, д. 103, к. Б",1990
"г. Пермь, ул. Маршала Рыбалко, д. 103А",1965
"г. Пермь, ул. Маршала Рыбалко, д. 105",1962
"г. Пермь, ул. Маршала Рыбалко, д. 105а",1965
"г. Пермь, ул. Маршала Рыбалко, д. 107",1970
"г. Пермь, ул. Маршала Рыбалко, д. 107а",1968
"г. Пермь, ул. Маршала Рыбалко, д. 107Б",1977
"г. Пермь, ул. Маршала Рыбалко, д. 107 в",1985
"г. Пермь, ул. Маршала Рыбалко, д. 109",1970
"г. Пермь, ул. Маршала Рыбалко, д. 109, к. а, стр. МКД",1965
"г. Пермь, ул. Маршала Рыбалко, д. 111",1962
"г. Пермь, ул. Маршала Рыбалко, д. 113",1962
"г. Пермь, ул. Маршала Рыбалко, д. 117",1984
"г. Пермь, ул. Маршала Рыбалко, д. 117, к. 1",1992
"г. Пермь, ул. Маршала Рыбалко, д. 117/2",1992
"г. Пермь, ул. Маршала Толбухина, д. 1",1987
"г. Пермь, ул. Маршала Толбухина, д. 2, к. 1",1959
"г. Пермь, ул. Маршала Толбухина, д. 2, к. 2",1959
"г. Пермь, ул. Маршала Толбухина, д. 2, к. 3",1959
"г. Пермь, ул. Маршала Толбухина, д. 2, к. 4",1959
"г. Пермь, ул. Маршала Толбухина, д. 2, к. 5",1960
"г. Пермь, ул. Маршала Толбухина, д. 2/3",1959
"г. Пермь, ул. Маршала Толбухина, д. 2/5",1960
"г. Пермь, ул. Маршала Толбухина, д. 6",1984
"г. Пермь, ул. Маршала Толбухина, д. 9",1994
"г. Пермь, ул. Маршала Толбухина, д. 10а",1963
"г. Пермь, ул. Маршала Толбухина, д. 11",1992
"г. Пермь, ул. Маршала Толбухина, д. 12",1975
"г. Пермь, ул. Маршала Толбухина, д. 14",1978
"г. Пермь, ул. Маршала Толбухина, д. 15",2007
"г. Пермь, ул. Маршала Толбухина, д. 16",1979
"г. Пермь, ул. Маршала Толбухина, д. 16а",1992
"г. Пермь, ул. Маршала Толбухина, д. 17",2006
"г. Пермь, ул. Маршала Толбухина, д. 18",1982
"г. Пермь, ул. Маршала Толбухина, д. 23",2016
"г. Пермь, ул. Маршала Толбухина, д. 38",1959
"г. Пермь, ул. Маршала Толбухина, д. 40",1959
"г. Пермь, ул. Маршала Толбухина, д. 42",1959
"г. Пермь, ул. Маршала Толбухина, д. 46",1959
"г. Пермь, ул. Машинистов, д. 20",1970
"г. Пермь, ул. Машинистов, д. 20/2",1987
"г. Пермь, ул. Машинистов, д. 20/3",1992
"г. Пермь, ул. Машинистов, д. 22",1958
"г. Пермь, ул. Машинистов, д. 22а",1972
"г. Пермь, ул. Машинистов, д. 25",1959
"г. Пермь, ул. Машинистов, д. 26",1961
"г. Пермь, ул. Машинистов, д. 30",1952
"г. Пермь, ул. Машинистов, д. 30а",1951
"г. Пермь, ул. Машинистов, д. 32",1987
"г. Пермь, ул. Машинистов, д. 34",1952
"г. Пермь, ул. Машинистов, д. 36",1952
"г. Пермь, ул. Машинистов, д. 37",1954
"г. Пермь, ул. Машинистов, д. 39",1961
"г. Пермь, ул. Машинистов, д. 40",1956
"г. Пермь, ул. Машинистов, д. 42",1952
"г. Пермь, ул. Машинистов, д. 45",1954
"г. Пермь, ул. Машинистов, д. 47",1954
"г. Пермь, ул. Машинистов, д. 48",1954
"г. Пермь, ул. Машинистов, д. 49",1964
"г. Пермь, ул. Машинистов, д. 49/9",1959
"г. Пермь, ул. Машинистов, д. 50",1957
"г. Пермь, ул. Машинистов, д. 53",1957
"г. Пермь, ул. Машинистов, д. 55",1957
"г. Пермь, ул. Маяковского, д. 3",1921
"г. Пермь, ул. Маяковского, д. 4",1951
"г. Пермь, ул. Маяковского, д. 5",1980
"г. Пермь, ул. Маяковского, д. 7",1980
"г. Пермь, ул. Маяковского, д. 9",1980
"г. Пермь, ул. Маяковского, д. 11",1980
"г. Пермь, ул. Маяковского, д. 13",1980
"г. Пермь, ул. Маяковского, д. 15",1930
"г. Пермь, ул. Маяковского, д. 16",1934
"г. Пермь, ул. Маяковского, д. 22",1959
"г. Пермь, ул. Маяковского, д. 24",1958
"г. Пермь, ул. Маяковского, д. 26",1958
"г. Пермь, ул. Маяковского, д. 28",1958
"г. Пермь, ул. Маяковского, д. 30",1958
"г. Пермь, ул. Маяковского, д. 32",1958
"г. Пермь, ул. Маяковского, д. 33/1",1992
"г. Пермь, ул. Маяковского, д. 33/2",1983
"г. Пермь, ул. Маяковского, д. 33/3",1981
"г. Пермь, ул. Маяковского, д. 34",1960
"г. Пермь, ул. Маяковского, д. 36",1955
"г. Пермь, ул. Маяковского, д. 37",1970
"г. Пермь, ул. Маяковского, д. 37/2",1983
"г. Пермь, ул. Маяковского, д. 37/3",1977
"г. Пермь, ул. Маяковского, д. 38",1960
"г. Пермь, ул. Маяковского, д. 39",1972
"г. Пермь, ул. Маяковского, д. 40",1960
"г. Пермь, ул. Маяковского, д. 41",1988
"г. Пермь, ул. Маяковского, д. 41, к. а",2014
"г. Пермь, ул. Маяковского, д. 41, к. б",2014
"г. Пермь, ул. Маяковского, д. 41/1",2016
"г. Пермь, ул. Маяковского, д. 42",1962
"г. Пермь, ул. Маяковского, д. 43",1992
"г. Пермь, ул. Маяковского, д. 44",1963
"г. Пермь, ул. Маяковского, д. 45",2015
"г. Пермь, ул. Маяковского, д. 46",1960
"г. Пермь, ул. Маяковского, д. 46, к. А",1962
"г. Пермь, ул. Маяковского, д. 48",1993
"г. Пермь, ул. Маяковского, д. 51",2016
"г. Пермь, ул. Маяковского, д. 53",2015
"г. Пермь, ул. Мелитопольская, д. 26",1966
"г. Пермь, ул. Мелитопольская, д. 28",1967
"г. Пермь, ул. Менжинского, д. 34",2007
"г. Пермь, ул. Менжинского, д. 36",2014
"г. Пермь, ул. Менжинского, д. 43",1961
"г. Пермь, ул. Менжинского, д. 43.",1961
"г. Пермь, ул. Менжинского, д. 49А",1967
"г. Пермь, ул. Мензелинская, д. 7",1971
"г. Пермь, ул. Мензелинская, д. 9",1964
"г. Пермь, ул. Мензелинская, д. 14",1959
"г. Пермь, ул. Мензелинская, д. 16",1957
"г. Пермь, ул. Металлистов, д. 8",2001
"г. Пермь, ул. Металлистов, д. 15",1940
"г. Пермь, ул. Металлистов, д. 19",1978
"г. Пермь, ул. Металлистов, д. 21",1979
"г. Пермь, ул. Металлургов, д. 10",1958
"г. Пермь, ул. Механошина, д. 4",1966
"г. Пермь, ул. Механошина, д. 6",1966
"г. Пермь, ул. Механошина, д. 10",1965
"г. Пермь, ул. Механошина, д. 12",1965
"г. Пермь, ул. Механошина, д. 14",1965
"г. Пермь, ул. Механошина, д. 15",2014
"г. Пермь, ул. Механошина, д. 27",1948
"г. Пермь, ул. Милиционера Власова, д. 4",2004
"г. Пермь, ул. Милиционера Власова, д. 4а",2017
"г. Пермь, ул. Милиционера Власова, д. 15",1984
"г. Пермь, ул. Милиционера Власова, д. 17",1982
"г. Пермь, ул. Милиционера Власова, д. 17/1",1984
"г. Пермь, ул. Милиционера Власова, д. 17/2",1983
"г. Пермь, ул. Милиционера Власова, д. 17/3",1983
"г. Пермь, ул. Милиционера Власова, д. 17/4",1983
"г. Пермь, ул. Милиционера Власова, д. 17/5",1983
"г. Пермь, ул. Милиционера Власова, д. 17/6",1982
"г. Пермь, ул. Милиционера Власова, д. 19",1969
"г. Пермь, ул. Милиционера Власова, д. 21",1969
"г. Пермь, ул. Милиционера Власова, д. 23",1969
"г. Пермь, ул. Милиционера Власова, д. 25",1969
"г. Пермь, ул. Милиционера Власова, д. 27",1971
"г. Пермь, ул. Милиционера Власова, д. 29",1972
"г. Пермь, ул. Милиционера Власова, д. 29а",1973
"г. Пермь, ул. Милиционера Власова, д. 29 А",1973
"г. Пермь, ул. Милиционера Власова, д. 31",1973
"г. Пермь, ул. Милиционера Власова, д. 33",1971
"г. Пермь, ул. Милиционера Власова, д. 33, к. А",1976
"г. Пермь, ул. Милиционера Власова, д. 35",1973
"г. Пермь, ул. Мильчакова, д. 3",1971
"г. Пермь, ул. Мильчакова, д. 4",1976
"г. Пермь, ул. Мильчакова, д. 5",2012
"г. Пермь, ул. Мильчакова, д. 6",1987
"г. Пермь, ул. Мильчакова, д. 10",1977
"г. Пермь, ул. Мильчакова, д. 11",2008
"г. Пермь, ул. Мильчакова, д. 14",1975
"г. Пермь, ул. Мильчакова, д. 19",1995
"г. Пермь, ул. Мильчакова, д. 23",1976
"г. Пермь, ул. Мильчакова, д. 25",1969
"г. Пермь, ул. Мильчакова, д. 27",1969
"г. Пермь, ул. Мильчакова, д. 28, к. а",2010
"г. Пермь, ул. Мильчакова, д. 29",1969
"г. Пермь, ул. Мильчакова, д. 30",1969
"г. Пермь, ул. Мильчакова, д. 30 А",1999
"г. Пермь, ул. Мильчакова, д. 31",1969
"г. Пермь, ул. Мильчакова, д. 32",1969
"г. Пермь, ул. Мильчакова, д. 33",1985
"г. Пермь, ул. Мильчакова, д. 34",1969
"г. Пермь, ул. Мильчакова, д. 37",1994
"г. Пермь, ул. Мира, д. 3",1963
"г. Пермь, ул. Мира, д. 5",1964
"г. Пермь, ул. Мира, д. 6а",1993
"г. Пермь, ул. Мира, д. 7",1966
"г. Пермь, ул. Мира, д. 9",1966
"г. Пермь, ул. Мира, д. 10",1966
"г. Пермь, ул. Мира, д. 11",2006
"г. Пермь, ул. Мира, д. 12",1966
"г. Пермь, ул. Мира, д. 18",1964
"г. Пермь, ул. Мира, д. 18, к. 1",1964
"г. Пермь, ул. Мира, д. 20",1963
"г. Пермь, ул. Мира, д. 22",1978
"г. Пермь, ул. Мира, д. 25",2012
"г. Пермь, ул. Мира, д. 26",1978
"г. Пермь, ул. Мира, д. 26, к. А",1978
"г. Пермь, ул. Мира, д. 29",1994
"г. Пермь, ул. Мира, д. 30",1963
"г. Пермь, ул. Мира, д. 31",1994
"г. Пермь, ул. Мира, д. 33",1993
"г. Пермь, ул. Мира, д. 35",1993
"г. Пермь, ул. Мира, д. 47",1962
"г. Пермь, ул. Мира, д. 49",1961
"г. Пермь, ул. Мира, д. 51",1961
"г. Пермь, ул. Мира, д. 53",1960
"г. Пермь, ул. Мира, д. 55",1959
"г. Пермь, ул. Мира, д. 57",1958
"г. Пермь, ул. Мира, д. 59",1958
"г. Пермь, ул. Мира, д. 63",1958
"г. Пермь, ул. Мира, д. 64",1964
"г. Пермь, ул. Мира, д. 65",1957
"г. Пермь, ул. Мира, д. 66",1964
"г. Пермь, ул. Мира, д. 66, стр. А",1964
"г. Пермь, ул. Мира, д. 66, стр. Б",1964
"г. Пермь, ул. Мира, д. 66, стр. В",1966
"г. Пермь, ул. Мира, д. 67",1957
"г. Пермь, ул. Мира, д. 68",1964
"г. Пермь, ул. Мира, д. 68, стр. А",1964
"г. Пермь, ул. Мира, д. 69",1958
"г. Пермь, ул. Мира, д. 70",1968
"г. Пермь, ул. Мира, д. 70, стр. Б",1964
"г. Пермь, ул. Мира, д. 70В",2008
"г. Пермь, ул. Мира, д. 71",1961
"г. Пермь, ул. Мира, д. 73",1961
"г. Пермь, ул. Мира, д. 74",1998
"г. Пермь, ул. Мира, д. 75",1965
"г. Пермь, ул. Мира, д. 76",1969
"г. Пермь, ул. Мира, д. 76 а",1981
"г. Пермь, ул. Мира, д. 76а",1981
"г. Пермь, ул. Мира, д. 78",1969
"г. Пермь, ул. Мира, д. 78а",1977
"г. Пермь, ул. Мира, д. 79",1959
"г. Пермь, ул. Мира, д. 80",1969
"г. Пермь, ул. Мира, д. 80а",1980
"г. Пермь, ул. Мира, д. 81",1962
"г. Пермь, ул. Мира, д. 82",1964
"г. Пермь, ул. Мира, д. 82а",1990
"г. Пермь, ул. Мира, д. 83",1963
"г. Пермь, ул. Мира, д. 84",1963
"г. Пермь, ул. Мира, д. 85",1963
"г. Пермь, ул. Мира, д. 86",1962
"г. Пермь, ул. Мира, д. 88",1962
"г. Пермь, ул. Мира, д. 89",1963
"г. Пермь, ул. Мира, д. 90",1959
"г. Пермь, ул. Мира, д. 91",1963
"г. Пермь, ул. Мира, д. 93",1963
"г. Пермь, ул. Мира, д. 94",1959
"г. Пермь, ул. Мира, д. 95",1963
"г. Пермь, ул. Мира, д. 98",1957
"г. Пермь, ул. Мира, д. 98, стр. А",1958
"г. Пермь, ул. Мира, д. 101",1960
"г. Пермь, ул. Мира, д. 102",1957
"г. Пермь, ул. Мира, д. 102, стр. А",1958
"г. Пермь, ул. Мира, д. 103",1962
"г. Пермь, ул. Мира, д. 106",1964
"г. Пермь, ул. Мира, д. 107",1962
"г. Пермь, ул. Мира, д. 108",1963
"г. Пермь, ул. Мира, д. 109",1977
"г. Пермь, ул. Мира, д. 110",1963
"г. Пермь, ул. Мира, д. 112",1965
"г. Пермь, ул. Мира, д. 113",1983
"г. Пермь, ул. Мира, д. 114",1971
"г. Пермь, ул. Мира, д. 115",1993
"г. Пермь, ул. Мира, д. 116",1966
"г. Пермь, ул. Мира, д. 118",1965
"г. Пермь, ул. Мира, д. 118/1",1988
"г. Пермь, ул. Мира, д. 120",1965
"г. Пермь, ул. Мира, д. 122",1966
"г. Пермь, ул. Мира, д. 122/1",1987
"г. Пермь, ул. Мира, д. 122/2",1986
"г. Пермь, ул. Мира, д. 122а",1966
"г. Пермь, ул. Мира, д. 122 а",1966
"г. Пермь, ул. Мира, д. 124",1965
"г. Пермь, ул. Мира, д. 126",1963
"г. Пермь, ул. Мира, д. 126, лит. А",1994
"г. Пермь, ул. Мира, д. 126а",1963
"г. Пермь, ул. Мира, д. 128",1966
"г. Пермь, ул. Мира, д. 130",1963
"г. Пермь, ул. Мира, д. 132",1965
"г. Пермь, ул. Мира, д. 136",2011
"г. Пермь, ул. Можайская, д. 3/8",1957
"г. Пермь, ул. Можайская, д. 6",1960
"г. Пермь, ул. Можайская, д. 9",1962
"г. Пермь, ул. Можайская, д. 11",1963
"г. Пермь, ул. Можайская, д. 18",1959
"г. Пермь, ул. Можайская, д. 24",1960
"г. Пермь, ул. Мозырьская, д. 5",1973
"г. Пермь, ул. Мозырьская, д. 9",1991
"г. Пермь, ул. Мозырьская, д. 26",1968
"г. Пермь, ул. Молдавская, д. 4",1981
"г. Пермь, ул. Молдавская, д. 6 а",1984
"г. Пермь, ул. Молдавская, д. 8",1980
"г. Пермь, ул. Молдавская, д. 10",1980
"г. Пермь, ул. Молдавская, д. 10А",2016
"г. Пермь, ул. Молдавская, д. 12",1980
"г. Пермь, ул. Молдавская, д. 14",1980
"г. Пермь, ул. Молдавская, д. 16",1983
"г. Пермь, ул. Молдавская, д. 18",1980
"г. Пермь, ул. Молодежная, д. 2",1953
"г. Пермь, ул. Молодежная, д. 12",1954
"г. Пермь, ул. Молодежная, д. 24",1962
"г. Пермь, ул. Монастырская, д. 7",1932
"г. Пермь, ул. Монастырская, д. 21",1917
"г. Пермь, ул. Монастырская, д. 27",1959
"г. Пермь, ул. Монастырская, д. 38 б",1917
"г. Пермь, ул. Монастырская, д. 41",2001
"г. Пермь, ул. Монастырская, д. 44, к. А",1917
"г. Пермь, ул. Монастырская, д. 44, к. б",1917
"г. Пермь, ул. Монастырская, д. 44, к. в",1917
"г. Пермь, ул. Монастырская, д. 44а",1917
"г. Пермь, ул. Монастырская, д. 48, к. а",1917
"г. Пермь, ул. Монастырская, д. 48, к. б",1938
"г. Пермь, ул. Монастырская, д. 53а",1962
"г. Пермь, ул. Монастырская, д. 53б",1962
"г. Пермь, ул. Монастырская, д. 56, к. Б",1917
"г. Пермь, ул. Монастырская, д. 71, к. А",1918
"г. Пермь, ул. Монастырская, д. 71, к. Б",1918
"г. Пермь, ул. Монастырская, д. 71А",1917
"г. Пермь, ул. Монастырская, д. 71Б",1917
"г. Пермь, ул. Монастырская, д. 74",1962
"г. Пермь, ул. Монастырская, д. 75",1917
"г. Пермь, ул. Монастырская, д. 76",1964
"г. Пермь, ул. Монастырская, д. 87",1973
"г. Пермь, ул. Монастырская, д. 93",1972
"г. Пермь, ул. Монастырская, д. 96",1971
"г. Пермь, ул. Монастырская, д. 101",1993
"г. Пермь, ул. Монастырская, д. 101а",1960
"г. Пермь, ул. Монастырская, д. 117",1968
"г. Пермь, ул. Монастырская, д. 119",1979
"г. Пермь, ул. Монастырская, д. 121",1970
"г. Пермь, ул. Монастырская, д. 123",1973
"г. Пермь, ул. Монастырская, д. 123, стр. 2",1975
"г. Пермь, ул. Монастырская, д. 152",1968
"г. Пермь, ул. Монастырская, д. 155",1965
"г. Пермь, ул. Монастырская, д. 157",1965
"г. Пермь, ул. Монастырская, д. 159",1964
"г. Пермь, ул. Монастырская, д. 161",1965
"г. Пермь, ул. Монастырская, д. 171",1955
"г. Пермь, ул. Монастырская, д. 171, стр. общ",1939
"г. Пермь, ул. Монастырская, д. 177",1949
"г. Пермь, ул. Монастырская, д. 179",1917
"г. Пермь, ул. Моторостроителей, д. 3",1974
"г. Пермь, ул. Моторостроителей, д. 5",1974
"г. Пермь, ул. Моторостроителей, д. 6",1977
"г. Пермь, ул. Моторостроителей, д. 7",1975
"г. Пермь, ул. Моторостроителей, д. 7.",1975
"г. Пермь, ул. Моторостроителей, д. 8",1976
"г. Пермь, ул. Моторостроителей, д. 9",1975
"г. Пермь, ул. Моторостроителей, д. 10",1978
"г. Пермь, ул. Моторостроителей, д. 11",1976
"г. Пермь, ул. Моторостроителей, д. 11.",1976
